,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,absolute_balanced_accuracy,relative_balanced_accuracy,absolute_rmse,relative_rmse,dataset_rows,dataset_cols,runtime,type,missing_values,categorical_features,numerical_features,runtime_limit,failed
557,:autogluon,:tabular_classification,64e487031b2e424a26664d35,letter.csv,1.412667,0.9815937853508636,1.0,9.0,9.0,20000,17,60.98195,Multi-class classification,0,1,16,60,0
558,:mljar,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,0.0,0.0,9.0,9.0,45781,4,0.0,Multi-class classification,0,2,2,60,1
559,:lama,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,0.0,0.0,9.0,9.0,45781,4,0.0,Multi-class classification,0,2,2,60,1
560,:autokeras,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,10.51605,Multi-class classification,0,2,2,60,0
561,:pycaret,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,12.611683333333334,Multi-class classification,0,2,2,60,0
562,:evalml,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,18.894433333333332,Multi-class classification,0,2,2,60,0
563,:autogluon,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,27.37656666666667,Multi-class classification,0,2,2,60,0
564,:gama,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,54.21178333333333,Multi-class classification,0,2,2,60,0
565,:flaml,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,60.50895,Multi-class classification,0,2,2,60,0
566,:tpot,:tabular_classification,64e49da303d6c85641faf035,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,64.36273333333334,Multi-class classification,0,2,2,60,0
567,:mljar,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.0,0.0,9.0,9.0,58000,10,0.0,Multi-class classification,0,1,9,60,1
568,:lama,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.0,0.0,9.0,9.0,58000,10,0.0,Multi-class classification,0,1,9,60,1
569,:pycaret,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.9284912168123848,1.0,9.0,9.0,58000,10,5.4154,Multi-class classification,0,1,9,60,0
570,:evalml,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.7099236100953578,0.7645991660886203,9.0,9.0,58000,10,9.436516666666668,Multi-class classification,0,1,9,60,0
571,:autokeras,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.5662648881659216,0.6098764079965914,9.0,9.0,58000,10,17.19108333333333,Multi-class classification,0,1,9,60,0
572,:autogluon,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.8557343530106206,0.9216396854549183,9.0,9.0,58000,10,21.910083333333333,Multi-class classification,0,1,9,60,0
573,:gama,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.9284755474976037,0.9999831238955229,9.0,9.0,58000,10,54.37471666666667,Multi-class classification,0,1,9,60,0
574,:tpot,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.8570626453838133,0.9230702777417822,9.0,9.0,58000,10,60.46856666666667,Multi-class classification,0,1,9,60,0
575,:flaml,:tabular_classification,64e4b1f396289505ed5a6528,shuttle.csv,2.755809,0.6292988081571379,0.6777649554053853,9.0,9.0,58000,10,61.38361666666666,Multi-class classification,0,1,9,60,0
576,:mljar,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.0,0.0,9.0,9.0,83733,55,0.0,Multi-class classification,0,1,54,60,1
577,:lama,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.0,0.0,9.0,9.0,83733,55,0.0,Multi-class classification,0,1,54,60,1
578,:evalml,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.6058744976975141,1.0,9.0,9.0,83733,55,12.829966666666667,Multi-class classification,0,1,54,60,0
579,:autokeras,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.5008884768851449,0.8267198550007563,9.0,9.0,83733,55,19.2311,Multi-class classification,0,1,54,60,0
580,:autogluon,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.5661440867067405,0.9344246850762661,9.0,9.0,83733,55,37.415949999999995,Multi-class classification,0,1,54,60,0
581,:gama,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.5055756867891288,0.8344561269874409,9.0,9.0,83733,55,55.948033333333335,Multi-class classification,0,1,54,60,0
582,:tpot,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.5160614961757846,0.8517630270575126,9.0,9.0,83733,55,67.17638333333333,Multi-class classification,0,1,54,60,0
583,:flaml,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.44093050751556395,0.7277588167041498,9.0,9.0,83733,55,76.08271666666666,Multi-class classification,0,1,54,60,0
584,:pycaret,:tabular_classification,64e4c0e2c98b5469b0b30cc3,jannis.csv,38.618163,0.547141974971544,0.9030615697654062,9.0,9.0,83733,55,84.15803333333334,Multi-class classification,0,1,54,60,0
585,:flaml,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
586,:mljar,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
587,:pycaret,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
588,:lama,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
589,:autokeras,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
590,:gama,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.018781697620589555,0.020165306973034088,9.0,9.0,416188,61,62.31561666666666,Multi-class classification,0,1,60,60,0
591,:autogluon,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.9313866456734453,1.0,9.0,9.0,416188,61,70.16065,Multi-class classification,0,1,60,60,0
592,:tpot,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.5534684493015306,0.5942413409860967,9.0,9.0,416188,61,72.92620000000001,Multi-class classification,0,1,60,60,0
593,:evalml,:tabular_classification,64e4d6ae5bc7edbb04b11340,dionis.csv,165.78898,0.781712815712063,0.8393000042928899,9.0,9.0,416188,61,139.6675,Multi-class classification,0,1,60,60,0
594,:mljar,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
595,:lama,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
596,:autokeras,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
597,:evalml,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.8860909886673412,0.9531060074608798,9.0,9.0,581012,55,6.87785,Multi-class classification,0,45,10,60,0
598,:gama,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.4838182944660935,0.5204094487730192,9.0,9.0,581012,55,54.88718333333334,Multi-class classification,0,45,10,60,0
599,:autogluon,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.9296877595262778,1.0,9.0,9.0,581012,55,61.848333333333336,Multi-class classification,0,45,10,60,0
600,:tpot,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.6254553188285685,0.6727584744659532,9.0,9.0,581012,55,62.8077,Multi-class classification,0,45,10,60,0
601,:flaml,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.23687916733368822,0.25479432734963614,9.0,9.0,581012,55,82.39031666666666,Multi-class classification,0,45,10,60,0
602,:pycaret,:tabular_classification,64e5b2bc539dc0a89e88d73f,covertype.csv,139.66239199999998,0.9254680749839778,0.9954611809190107,9.0,9.0,581012,55,176.45293333333333,Multi-class classification,0,45,10,60,0
603,:autogluon,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
604,:evalml,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
605,:flaml,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
606,:gama,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
607,:mljar,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
608,:pycaret,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
609,:tpot,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
610,:lama,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
611,:autokeras,:tabular_classification,64e5ec68457d27368a3af071,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
612,:autokeras,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.0,0.0,9.0,9.0,70000,785,0.0,Multi-class classification,0,1,784,60,1
613,:lama,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.9019285714285713,1.0,9.0,9.0,70000,785,32.47376666666666,Multi-class classification,0,1,784,60,0
614,:gama,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.8480000000000001,0.9402074918824743,9.0,9.0,70000,785,56.52353333333333,Multi-class classification,0,1,784,60,0
615,:autogluon,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.9017857142857144,0.9998416092500201,9.0,9.0,70000,785,64.50701666666666,Multi-class classification,0,1,784,60,0
616,:tpot,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.7105,0.7877563950265306,9.0,9.0,70000,785,68.11441666666666,Multi-class classification,0,1,784,60,0
617,:evalml,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.8950714285714285,0.9923972440009504,9.0,9.0,70000,785,77.59626666666666,Multi-class classification,0,1,784,60,0
618,:pycaret,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.8820714285714285,0.9779836857527521,9.0,9.0,70000,785,118.78141666666667,Multi-class classification,0,1,784,60,0
619,:mljar,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.8980714285714286,0.9957234497505347,9.0,9.0,70000,785,137.53945000000002,Multi-class classification,0,1,784,60,0
620,:flaml,:tabular_classification,64e61c7aa8ba9c938331d0e6,Fashion-MNIST.csv,265.181899,0.8487857142857143,0.9410786410073653,9.0,9.0,70000,785,159.4278666666667,Multi-class classification,0,1,784,60,0
621,:mljar,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
622,:pycaret,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
623,:autokeras,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.0,0.0,9.0,9.0,581012,55,0.0,Multi-class classification,0,45,10,60,1
624,:evalml,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.8860909886673412,0.9540445262178656,9.0,9.0,581012,55,7.11275,Multi-class classification,0,45,10,60,0
625,:lama,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.9220607298546615,0.9927727551786948,9.0,9.0,581012,55,38.88681666666666,Multi-class classification,0,45,10,60,0
626,:gama,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.580773364347799,0.6253123621790577,9.0,9.0,581012,55,54.99521666666667,Multi-class classification,0,45,10,60,0
627,:autogluon,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.9287732011629334,1.0,9.0,9.0,581012,55,62.07626666666667,Multi-class classification,0,45,10,60,0
628,:tpot,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.6254553188285685,0.6734209363980623,9.0,9.0,581012,55,65.66806666666666,Multi-class classification,0,45,10,60,0
629,:flaml,:tabular_classification,64e649d4f7d4613bc6f0fa39,covertype.csv,139.66239199999998,0.23233134537112096,0.2501486316360278,9.0,9.0,581012,55,84.328,Multi-class classification,0,45,10,60,0
630,:flaml,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
631,:mljar,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
632,:pycaret,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
633,:lama,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
634,:autokeras,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.0,0.0,9.0,9.0,416188,61,0.0,Multi-class classification,0,1,60,60,1
635,:gama,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.4132100172810527,0.44398040228467694,9.0,9.0,416188,61,62.38005,Multi-class classification,0,1,60,60,0
636,:tpot,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.5534684493015306,0.5946834164129968,9.0,9.0,416188,61,71.0692,Multi-class classification,0,1,60,60,0
637,:autogluon,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.9306942719874953,1.0,9.0,9.0,416188,61,73.77261666666666,Multi-class classification,0,1,60,60,0
638,:evalml,:tabular_classification,64e7051bbc4edb366c5e15f8,dionis.csv,165.78898,0.781712815712063,0.8399243868157877,9.0,9.0,416188,61,151.51510000000002,Multi-class classification,0,1,60,60,0
639,:flaml,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,60,1
640,:mljar,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,60,1
641,:pycaret,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.9753637811008881,0.9959923138459484,9.0,9.0,20000,17,11.540666666666668,Multi-class classification,0,1,16,60,0
642,:autokeras,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.8215636616800768,0.8389393867433864,9.0,9.0,20000,17,16.475116666666665,Multi-class classification,0,1,16,60,0
643,:lama,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.9720695318192606,0.9926283925809101,9.0,9.0,20000,17,35.08983333333333,Multi-class classification,0,1,16,60,0
644,:evalml,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.940947234134719,0.9608478714218794,9.0,9.0,20000,17,51.33585,Multi-class classification,0,1,16,60,0
645,:gama,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.9727639501076386,0.9933374975233121,9.0,9.0,20000,17,54.567766666666664,Multi-class classification,0,1,16,60,0
646,:tpot,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.9680237738844326,0.9884970685715012,9.0,9.0,20000,17,60.85876666666666,Multi-class classification,0,1,16,60,0
647,:autogluon,:tabular_classification,64e74ae5221bc01344151af4,letter.csv,1.412667,0.9792884619105092,1.0,9.0,9.0,20000,17,61.11948333333333,Multi-class classification,0,1,16,60,0
648,:mljar,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,0.0,0.0,9.0,9.0,45781,4,0.0,Multi-class classification,0,2,2,60,1
649,:autokeras,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,9.1601,Multi-class classification,0,2,2,60,0
650,:pycaret,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,13.829933333333335,Multi-class classification,0,2,2,60,0
651,:evalml,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,18.961483333333334,Multi-class classification,0,2,2,60,0
652,:lama,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,32.22515,Multi-class classification,0,2,2,60,0
653,:autogluon,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,48.08278333333333,Multi-class classification,0,2,2,60,0
654,:gama,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,54.18156666666666,Multi-class classification,0,2,2,60,0
655,:tpot,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,60.2897,Multi-class classification,0,2,2,60,0
656,:flaml,:tabular_classification,64e76087282e4b7f2903d371,tamilnadu-electricity.csv,1.2802850000000001,1.0,1.0,9.0,9.0,45781,4,60.52113333333333,Multi-class classification,0,2,2,60,0
657,:mljar,:tabular_classification,64e773b6fec9abf28de7c9ef,shuttle.csv,2.755809,0.0,0.0,9.0,9.0,58000,10,0.0,Multi-class classification,0,1,9,60,1
658,:evalml,:tabular_classification,64e773b6fec9abf28de7c9ef,shuttle.csv,2.755809,0.7099236100953578,0.710037516811779,9.0,9.0,58000,10,9.618083333333335,Multi-class classification,0,1,9,60,0
659,:pycaret,:tabular_classification,64e773b6fec9abf28de7c9ef,shuttle.csv,2.755809,0.9242895361401159,0.9244378377102948,9.0,9.0,58000,10,14.575633333333334,Multi-class classification,0,1,9,60,0
660,:lama,:tabular_classification,64e773b6fec9abf28de7c9ef,shuttle.csv,2.755809,0.9998395764819124,1.0,9.0,9.0,58000,10,17.933249999999997,Multi-class classification,0,1,9,60,0
661,:autokeras,:tabular_classification,64e773b6fec9abf28de7c9ef,shuttle.csv,2.755809,0.5166852252334835,0.5167681269944515,9.0,9.0,58000,10,19.689833333333336,Multi-class classification,0,1,9,60,0
